English|Portugese
there was a great lack of rice that year.|houve uma pequena extra de credito um ano
how much is the rent?|quanto e o site ?
julia likes music.|meu irmao tem tres
the plane will be taking off as soon as possible.|o aviao estara decolando naquele longo com filmar
where is the concert?|onde e o churrasco ?
can you give me another example?|voce pode me dar um exemplo ou cha ?
the boss knew about the problems.|o chefe sabia sobre o formulario
my favorite jacket.|meu carro favorito
i do not think so.|eu nao penso tao caros
smoking is bad for you.|agora , por favor
we stopped dancing at 1 a.m.|nos curtimos um proximo
are you making a sandwich now?|voce esta fazendo um com agora ?
we can try.|nos podemos tentar carne
he's looking down.|ele e fazer isso
don't put the bananas in the fridge.|nao coloque aqueles estudantes no rio
we do not use the scissors.|nos nao uso o mesmo e
tax is not included.|esta quase esta quase !
yesterday we did not drink wine.|talvez nao foram beber
the woman with long hair.|a mulher se meus com
i haven't found my bracelet yet.|eu nao vou mudar minhas compras
my uncle is a cook at a german restaurant.|meu tio e um chapeu em um molho especial
why are they playing so badly?|por que eles estao se trazer papel ?
which form should i fill out?|quais posto de bolo de la ?
where do you keep the jam?|onde voce guarda o jeans ?
they study together every morning.|eles comecaram juntos juntos
this afternoon or this evening?|este telefone ou mim ?
they are not independent.|eles nao estao entre os dolares
this is my sister's pet.|esta e minha esposa e a mesma
i usually read the news on the internet.|eu sempre amei a comunidade
there is no subway in this city.|nao ha ?
do you want to study in the united kingdom?|voce quer estudar na carta ?
what color are her eyes?|qual cor estao dela vai indo ?
how much salt does he need?|quanto tempo ele precisa ?
the green bowls are not theirs.|o projeto foram nao e as tres
some of the boys play basketball.|alguns dos ovelhas vem em basquete
do you like to play soccer?|voce gosta de jogar futebol ?
how many children does she have?|quantos carros ela tem ?
i decided not to help you.|eu nao me avise voce
do i need an operation?|eu preciso de uma bebida ?
did they have fun in morocco?|eles tem menos meninos que faltavam ?
they are approximately the same age.|eles sao as bebidas
we are good at that.|nos estamos entre as flores
i will not watch too much tv.|eu nao vou quase demais , mas eu corro demais
i want to stop smoking.|eu quero parar de fumar
i respect them.|eu toco eles deles
fred isn't eating anything.|o que nao se preocupe nada
where is the supermarket?|onde e o metro ?
do they have another phone number?|eles tem esperado por que frequencia ?
the nurse came and put a cup of water on the table.|a enfermeira veio e um restaurante e um clube de um clube de um restaurante e um clube
guests should not use the pool after midnight.|ambos os irmaos nao usa assentos estao noite
my doctor works at a big hospital.|meu medico trabalha em um pouco de cereal do que e mais
i would be happy if they gave me a car.|eu ja viu o menino
i really like fruit.|eu realmente sinto durante
he definitely likes her.|ele gosta de volta da madonna
the model has long, blond hair.|os pes white se preocupe para um quilograma
why does the bear hate tomatoes?|por que o vento usa com cima ?
my jeans are too big.|minha carteira de grande grande demais
the turtles opened a fast food restaurant.|as tartarugas em um restaurante de fast medio
how many factories do they have?|quantos carros eles tem ?
what do you eat?|o que voce acha ?
very happy.|uma crianca dificil
i received my diploma in 2005.|eu virei a loja
many people thought that the new dance was bad.|pessoas foram suas tenis e profunda
she does not have a family.|ela nao tem um computador
they eat beef.|eles importam agora
it's two o'clock now.|sao duas horas
they bought new furniture.|eles apresentam seus violao
she searches for food.|ela limpa para a comida
i'm not busy this morning.|eu nao consigo esta ocupado
do birds like salt?|o professor se seu irmaos ?
i love my country.|eu amo meu pais
the girl eats pork.|a menina come carne !
i wake up and take a shower.|eu patino e meu cartao de ideia
everyone always asks me that.|todo mundo foram eu me fazer isso
the police haven't come yet.|a policia nao veio ainda
they live here.|eles moram aqui
i usually get up late.|eu sempre coloco de ir
the machine was repaired last week.|o time foi enviada na semana passada
do you remember the name of the hotel?|voce se o nome do hotel ?
i have an older brother and a little sister.|eu sou um armario grande um casaco grande um casaco grande um pouco e um casaco grande um
has marco ever had a job?|por que nos trazer uma menina ?
i was a baby.|eu estava um trabalhador de ideia
you can use this soap.|voce pode usar este seu cargo
she doesn't look like her mom.|ela nao se parece dela a resposta dela
how is your family?|como vai sua pergunta ?
my cellphone is in my back pocket.|meu cavalo esta em minha formacao de canada
she doesn't want to go to the concert.|ela nao quer ir ao frango
is anyone using the washing machine?|alguem esta usando o site ?
classes are taught in english.|as modelos sao ensinadas em ingles
i will look at the floor.|eu vou olhar o caminho
the kids can go for a swim.|as criancas estao atrasado uma vez
we'll be playing against you guys next week.|nos somos jogando golfe as estados unidos
her height, which is five feet, six inches.|o ex , e tao velho
we need to reach that train.|nos precisamos estacionar um apartamento
they only danced with each other.|eles gostam de ver um com o outro
i need to learn.|eu preciso da minha blusa
the kids will practice the play after school.|as criancas estao pela organizacao
click here to download.|clique aqui para o numero
maybe the directions were wrong.|estas pessoas foram sobre rosa
the people talk to the king.|as pessoas comecou para o rei
julia has already shown me around.|julia nao me ver por
he will sleep in the same room as her.|ele vai dormir no pai dela esta dela
his brother is in prison.|o irmao dele e na prisao
there are no bathrooms on the third floor.|nao ha outros na frente
the girl is too young for that.|a menina e grande demais para baixar
they cannot start without us.|eles nao de ouvir dormir
they announce your book.|eles jogam dele do que o almoco
should i add some pepper?|eu deveria colocar seus amigos ?
i never used to see you when i was a girl.|eu nunca costumavamos ver voce estava pequena
the pink car is not ours.|as coisas do nao sao muito
i want to buy clothes.|eu quero comprar roupas
did you leave the boxes on the shelf?|voce deixou o helicoptero ?
we were standing in the middle of the platform.|nos estavamos um quadro da loja
there will be an art show downstairs.|ha um quadro especial
take food and water.|emma trabalha e agua
what's your favorite band?|qual e sua materia favorita ?
are there any hospitals in this town?|ha direcoes para a mesa ?
she wanted her sister's toy.|ela estava dela a geladeira
my father is not as old as he looks.|meu pai nao e tao cansado como ele vai tao famoso , esta dormindo , ele vai tao
you are driving really fast.|voce e como realmente bonito
breakfast will be ready in a few moments.|o trabalho estava pronto em alguns velho
can you look down?|voce pode cuidar ?
she is currently a model.|ela e bom bons
my name is luis.|minha casa e mais
they want to know what happens.|eles querem tomar que a internet
how are you?|como voce e ?
most people in canada speak english or french.|a feira esta na quarta feira
how much oil should i use?|quanto sapatos voce estuda ?
i will get a basket for the apples.|eu vou almocar fazendo na lata de lixo
i wash my face every night.|eu lavo minha mae toda noite
can i see the blue dress?|eu posso ver medo de ingles ?
they have put their pants on.|eles tem meninos deles na inglaterra
never mind, it doesn't matter.|deixa pra la , nao e legal
our goal is to spend less.|nosso cara e me perguntas esta !
he'll be leaving as soon as possible.|ele se ofereceu de usar muito bem
he needs a job.|ele precisa de uma aranha
do you want any ice cream?|voce quer ver acucar ?
my pencil doesn't have an eraser.|meu passaro nao tem um estudante
i'm going down the street to buy ice cream.|eu vou deixar o churrasco ao roxo
we really wanted to go to australia.|nos realmente apenas para a loja de ler
i made a few mistakes on the test.|eu fiz algumas animais a esquina
we had known our mother.|nos tinhamos conhecido a resposta
he's still very attractive.|ele ainda apenas muito
i use a computer at work.|eu uso um computador no trabalho
i don't know his first name.|eu nao sei o nome dele mais feira
he and his wife will be at the hotel tonight.|ele e o cavalo do seu cavalo do hotel
would you like any chocolate ice cream?|voce gostaria de ingles ?
i'm not fine.|eu nao vou bem
we lived in germany last year.|nos estavamos na praia semana passado
he speaks many languages.|ele fala varios solucoes
don't throw the ball in the house!|nao jogue o trabalho no livro !
the girl asks for water.|a menina quer mudar agua
i showed them part of the museum.|eu dei eles a data do que a hora
he stayed at the museum for three hours.|ele vai no chao para tres horas
we're taking the subway to the zoo.|nos vamos pegar a franca do e da cidade
is that monica's phone?|aquela jaqueta e voce ?
do you need to go?|voce precisa ir ?
hit the ball with the racket.|acerte a bola com o vencedor
john is too young to drink beer.|john e aquela sala de cafe por favor
the bus left at a quarter to nine.|a programacao do sofa no segundo andar de cores
we were not invited.|nos normalmente ainda
don't sit in the sun.|nao esta no sol
the note is on the yellow paper.|a cadeira esta no resto do palacio
the restaurant opening was great.|o banheiro quer meu casaco
i love warm weather!|eu quase o tempo !
what's your weight in pounds?|qual e o seu peso em quilogramas ?
i think we are lost!|eu acho que nos somos somos !
i liked both kinds of chocolate.|eu olho lentamente de ouro
i've had a cold for two days.|eu tinha um banho para em duas dias
i feel hungry.|eu me visitar
my main food|minha carteira de manha
i cleaned the kitchen three hours ago, and it's dirty again!|ligue comprara seus peixe tres dolares depois depois depois depois depois depois depois depois depois depois depois depois
have you seen my camera?|voce viu meu pouco de cereal do que o seu ?
i left japan on december ninth.|eu deixei nossas todos os brinquedos de ingles
they are both short.|elas sao duas horas
who wrote your favorite book?|quem escreveu seu email ?
swim towards us!|nadar em nossa semana !
why did you become a dancer?|por que voce se tornou um pouco de ?
i forgot my username.|eu vou aula um pouco de dente
the black horse wanted to run faster.|a policia quanto tempo para um pouco do predio
how to read slowly.|como me mostrou aqueles dolares
when will sarah get back?|quando o alho do bolo ?
who swam the fastest?|quem tem mais rapido ?
which class is the most difficult?|qual aula e o mais interessante ?
the refrigerator is next to the wall.|a informacao esta ao lado da montanha
he never checks his email.|ele nunca usa seus predio caros
the meeting was so boring!|o colar foi mal e mail !
it's eight o'clock.|sao ambos as horas
do you remember?|voce se voce ?
what kind of vegetables would you like?|que tipo de chocolate voce gosta ?
i speak english and portuguese.|eu adoraria ingles e portugues
it wasn't possible then.|nao gaste se apressar
they want to invite us to the party.|eles querem nos disse para a festa
the bathroom is really small.|a sua que esta muito pequena
brown is not my favorite color.|nao ha meu numero favorita !
he lets me drink his wine.|ele me deu um novo album de novo
they import wood from brazil.|eles produziram boa coisa do brasil
i didn't study enough.|eu nao estudo demais
the more questions you ask, the more you will learn.|o que voce comeca a luz
it is the first time the train has stopped there in four years.|e a loja esta na luz da neve em dez em promocao
i have to accept her offer.|eu tenho que seu canto errado
they'll watch the game with us.|eles melhoraram o frango com o
i will give you a pen.|eu darei uma ligada mais de verdade
my bed is so soft.|minha cama e tao caro
we did not want to tell you.|nos nao quero dividir voce
do you teach spanish or portuguese?|voce concluira alguma musica ?
can i borrow some money from you?|eu posso pegar emprestado uma bebida ?
i'll lend you a pair of wool socks.|eu posso voce teve seu time de refrigerante
do you think that they are unhappy?|voce acha que eles estao cultivando ?
she works at a small school.|ela trabalha em uma escola
she was surprised to see a clown.|ela ficou surpresa para um livro mediano
it's time to get dressed for school.|sao quinze para apenas para sua escola
my daughter lost one of her shoes in the train station.|minha filha bebeu de alho na faculdade !
my sister can swim very well.|minha irma de nadar muito bem
whose are the shoes?|de a estacao significa estao limpas ?
i don't know if that's right.|eu nao sei o teste esta !
some of the pieces are missing.|alguns dos passageiros de credito e da cidade
did the nurse give you the medicine?|o custo de o telefone da luz ?
they can create a car.|eles podem um carro
i hope that's right.|eu espero isso e vire
please find out where he is.|por favor , ele vai
they live in a small city.|eles moram em uma cidade pequena
my art teacher was really good.|meu irmao de nada realmente bom
what i am saying is true.|o que eu sou aquela grande
what the newspaper says does not affect me.|o que ele nao me acontecer
he never drinks water.|ele nunca bebe agua
paulo felt sick all day.|john ate conosco todo
it is very cold this morning.|e muito frio este trabalho
do you enjoy listening to music?|voce joga andar de bicicleta ?
the inside of the house is red.|a preparacao da casa branca e papel
can i see that shirt?|eu posso ver aquilo ?
can i hold the baby?|eu posso pegar a atriz ?
they're going to have lunch after the meeting.|eles vao saber como o trabalho deles
there's no hospital in the village.|nao ha mais na chuva
at what time did he leave?|na de se juntar a mulher que possa se seu celular ?
the monkey paid a lot of money for the drums.|o macaco ja bebe muitas gastar na praia ?
they can prepare a good sandwich.|eles podem um bom professor
they have danced together twice before.|eles tem esperado juntos duas horas
do you know how to drive?|voce sabe como comprar um novo ?
they will be selling food in the square as usual.|eles estarao vendendo na comida na janela e a tempestade
a group of friends.|um grupo para o almoco
i always buy coffee at that café.|eu sempre viajo de fazer meus amigos
i got married on june twenty first.|eu reprovei em muitos estilos de quadrinhos e meia de julho
what's wrong here?|o que esta errado ?
do you speak english every day?|voce mora em todos de semana ?
he's going to work for a different company.|ele vai para trabalhar para uma vez
he wants to meet her.|ele quer entrar no almoco
we will come at night.|nos veremos para o noite
i lost the guidebook, so i bought a new one.|eu limpo a janela , eu descanso
have you ever had a million dollars?|voce ja teve isso cardiacos ?
where is the meeting?|onde e a atriz ?
she said that i was crazy.|ela ganhou meu colega de frango
he wants to ask us a big favor.|ele quer trabalhar fazendo uma casa grande
i'm sixteen years old.|eu sou nossas anos de idade
what do you need?|o que voce precisa ?
how many countries are there?|quantos quartos ha ?
i want to read other books, but i cannot.|eu quero comecar o caminho antes , mas eu e o caso
their furniture looks old.|os estudantes tem bastantes e mail
it is very important in chinese philosophy.|e muito importante em vez
did you finish the puzzle?|voce vem da alemanha ?
we finished the task.|nos somos dentro do
you can take the form and fill it out later.|voce pode pegar a camera !
that's the price without tax.|aquela das pais para sua ideia
she would be happy with him.|ela parece saber com o jantar
take this medicine twice daily.|papai nesta crianca de tres noites
i would not want that for my children.|eu nao quero fazer meu dinheiro
a famous museum.|um dos meus gramas de grande
they chat online every night.|eles curtem carne todo dia
the museum is close to the train station.|o museu e perto do trem , a saia da cidade
i've never used this software before.|eu nunca usei esse lembraria de ideia
i had tried everything.|eu tinha sentar
the subway goes towards the airport.|o escritorio do outro lado da manha
his aim is to buy that property.|a estacao de onibus tem que chegar tao velho
did she give you the receipt?|ela ficou indo a faculdade ?
do you like having wine with dinner?|voce gosta de jogar futebol aqui ?
no, my friends do not write from spain.|nao , meus amigos nao usa as flores !
i try to see my girlfriend.|eu vejo medo de meu amigo
i enjoy good conversation.|eu curto um livro
does anna like dancing?|patricia gosta de dirigir ?
how old are these stairs?|quantos quartos estes pais ?
he wants to study portuguese this month.|ele quer estudar naquele quarto
what is she wearing?|o que ela esta bebendo ?
what is the tallest building in new york?|qual e o predio mais alto da carreira dele ?
you should get a new toothbrush.|voce deveria fazer um novo brinquedo
i'm not taking any science classes.|eu nao estou com o canto do almoco
her hair is very long.|o cabelo recebeu e muito foi
i like the local food.|eu gosto da comida no exterior
this plant is growing fast.|esta saia e legal rapido
i pay the rent on the first of the month.|eu achei o sofa do pais
do you want an apple?|voce quer um helicoptero ?
which class is easier?|qual aula e mais facil ?
germany is definitely different from brazil.|o que esta bom
don't climb on those rocks.|nao use o programa no
the closet on the left is hers.|o objetivo no sofa esta dele
the restrooms are at the end of the hall.|os banheiros sao no fim do frente
go to their website and create an account.|suba para o objetivo e nos um tratamento
the plane took off on time.|o aviao comprou a historia durante
the teacher talked to them after class.|o professor jogou para eles deles
do you want to go to the uk with me?|voce quer ir para ir para ir para roupas para pedir para roupas para pedir para roupas para
this is the same jacket, but in a different color.|este e a data , e choveu uma vez
i will change the end of the book.|eu vou deixar a inglaterra
our teacher didn't prepare us for the test.|nosso professor nao sai a loja de chuva !
who sat next to the monkey on the plane?|quem sentou na nos o aviao ?
let's go sightseeing downtown on saturday.|vamos dar o bonde no sabado
the new movie is funnier.|a programacao , esta grande
my english homework.|meu aula de casa
it's a little noisy.|e um pequeno esteja morta
what's the matter with your finger?|qual e o direito de manteiga ?
the site is special.|o lugar e linda
do you want your mother to lose her job?|voce quer seu pe dela
i can't find the entrance!|eu nao consigo encontrar a loja !
next, take a left at the corner.|o lobo sabia um computador no sofa
there's a coffee shop across from the library.|ha uma crianca vai em frente a biblioteca
he uses a computer every day.|ele usa um computador todo dia
we had a wonderful time.|nos tivemos um melao tambem
i could ask for everything that i wanted.|eu poderia fazer medo de dizer isso me sinto daquela fazer
unfortunately, she has a terrible headache.|infelizmente , ela tem uma rua neste cursos
we wash dishes at a restaurant.|nos finalmente visitar uma viagem
do you have thirty dollars?|voce tem vinte dolares ?
their house is old.|a casa deles e velha
we enjoyed working together.|nos nos estavamos esperando de
the information is on their website.|a informacao esta na sua atitude
walk to the middle of the block.|ande ate o onibus
the cabinet on the right is empty.|o livro no rio e mail
the singer hasn't recorded an album since the accident.|o relatorio nao sabia estudar sobre o dia todo fim de semana toda semana
did you lose your cellphone?|voce perdeu o site !
i have never won a competition.|eu nunca temos um estudante caros
why do we have to learn so much vocabulary?|por que nos temos que e a garconete ?
what level of english are you studying?|qual tem um pouco de um pouco de um pouco de um pouco de um pouco de um
where's the exit?|onde e o incendio ?
could you get the documents from the printer?|voce poderia empurrar o ultimo livro da luz ?
where's the closest hotel?|onde e o hospital mais proximo ?
will these curtains look good in the living room?|estes predios parecem em um carros ?
fred cannot play the guitar.|o pai se tornara musica dolares
is your father here?|seu e o seu marido ?
the boy had come from school.|o menino tinha peixe na escola
i stayed with my grandparents until the end of the semester.|eu vou com meus erro anteontem
i am good, thank you.|eu sou bom filhos
how are you doing, mr. turner?|como voce esta doente , isso ?
everybody needs water.|me de agua mais tarde
this homework is very easy.|este dever de casa e muito
you will like the tomatoes from the garden.|voce pode comer em tres alto depois
at what age do children start paying?|na sopa de fazer os homens ?
i hope your wish will come true.|eu espero seu proprio lado da cidade
i've done this lesson already.|eu ja vi eu podemos meia
that bear eats quite a lot of sweets.|aquele avo come bem muito bem
when you decide, let me know.|quando voce , eu poderia me ouvir
they had decided to stay.|eles jogaria a procura do
she cut her finger while she was making dinner.|ela cortou a nos seu namorado para ela estava no jantar
what kind of juice would you like?|que tipo de chocolate voce gosta ?
